module,skill,display-name,menu-code,description,action,args,phase,after,before,required,output-location,outputs
Lens,bmad-lens-retrospective,update-insights,UI,Append lessons learned to the governance insights store,update-insights,<featureId> [--governance-dir] [--dry-run],anytime,bmad-lens-retrospective:generate-report,,false,,insights.md entry
Lens,bmad-lens-complete,document-project,DC,Ensure required project documentation exists before archival,check-preconditions,<featureId> [--governance-dir],anytime,bmad-lens-quickplan:plan,bmad-lens-complete:finalize,false,,documentation checklist
Lens,bmad-lens-complete,finalize-feature,FF,Confirm gate and archive a completed feature,finalize,<featureId> [--dry-run],anytime,bmad-lens-complete:check-preconditions,,false,,archived feature
Lens,bmad-lens-move-feature,move-feature,MF,Relocate a feature to a new domain/service with reference patching,move,<featureId> --target-domain <d> [--target-service <s>] [--dry-run],anytime,,,false,,"moved feature, updated references"
Lens,bmad-lens-move-feature,list-references,LR,List all cross-references to a feature across the governance repo,list-references,<featureId> [--governance-dir],anytime,,,false,,references list JSON
Lens,bmad-lens-split-feature,validate-split,VS,Validate story IDs for splitting blocking on in-progress stories,validate-split,<featureId> --story-ids <ids> [--governance-dir],anytime,,bmad-lens-split-feature:create-split-feature,false,,validation JSON
Lens,bmad-lens-split-feature,split-feature,SL,Create a new feature from a subset of stories,create-split-feature,<featureId> --new-feature-id <id> --story-ids <ids> [--dry-run],anytime,bmad-lens-split-feature:validate-split,,false,,"new feature.yaml, index entry"
Lens,bmad-lens-split-feature,move-stories,MS,Move story files from source to split feature,move-stories,<source> --target <id> --story-ids <ids> [--dry-run],anytime,bmad-lens-split-feature:create-split-feature,,false,,moved story files
Lens,bmad-lens-dashboard,collect-data,CD,Collect cross-feature data from feature-index.yaml,collect,[--governance-dir],anytime,,bmad-lens-dashboard:generate,false,,features data JSON
Lens,bmad-lens-dashboard,dependency-graph,DG,Build dependency graph data for all features,dependency-data,[--governance-dir],anytime,,bmad-lens-dashboard:generate,false,,dependency graph JSON
Lens,bmad-lens-dashboard,generate-dashboard,GD,Generate self-contained HTML dashboard for all features,generate,[--governance-dir] --output <path>,anytime,bmad-lens-dashboard:collect,,false,output_folder,dashboard.html
Lens,bmad-lens-onboard,preflight,PK,Check prerequisites before governance repo setup,preflight,--governance-dir <path>,anytime,,bmad-lens-onboard:scaffold,true,,preflight check results
Lens,bmad-lens-onboard,preflight-only,PO,Run shared workspace preflight sync and validation,preflight,uv run ./lens.core/_bmad/lens-work/scripts/preflight.py [--caller <name>] [--governance-path <path>],anytime,,,false,,preflight console output
Lens,bmad-lens-onboard,onboard,NB,Scaffold governance repo and write initial config,scaffold,--governance-dir <path> --owner <username> [--dry-run],anytime,bmad-lens-onboard:preflight,bmad-lens-init-feature:create,true,,governance repo structure
Lens,bmad-lens-onboard,write-config,WC,Write user preferences to user-profile.md and config.user.yaml,write-config,--governance-dir <path> --username <n> [--dry-run],anytime,bmad-lens-onboard:scaffold,,false,,"user-profile.md, config.user.yaml"
Lens,bmad-lens-migrate,scan-legacy,SC,Scan for legacy LENS v3 branches and build migration plan,scan,[--governance-dir],anytime,,bmad-lens-migrate:migrate-feature,false,,migration plan JSON
Lens,bmad-lens-migrate,migrate-feature,MI,Migrate a single legacy feature to the new 2-branch topology,migrate-feature,<featureId> [--governance-dir] [--dry-run],anytime,bmad-lens-migrate:scan,,false,,"migrated feature, index entry"
Lens,bmad-lens-migrate,check-conflicts,CC,Check for naming conflicts before migration,check-conflicts,[--governance-dir],anytime,bmad-lens-migrate:scan,bmad-lens-migrate:migrate-feature,false,,conflicts JSON
Lens,bmad-lens-log-problem,resolve-problem,RP,Mark a logged problem as resolved,resolve,<featureId> --problem-id <id> [--resolution <text>] [--dry-run],anytime,bmad-lens-log-problem:log,,false,,resolved problem entry
Lens,bmad-lens-log-problem,list-problems,LL,List logged problems for a feature with status filter,list,<featureId> [--status open|resolved] [--governance-dir],anytime,,,false,,problems list JSON
Lens,bmad-lens-complete,archive-status,AR,Check whether a feature has been archived,archive-status,<featureId> [--governance-dir],anytime,bmad-lens-complete:finalize,,false,,archive status JSON
Lens,bmad-lens-move-feature,patch-references,PH,Patch cross-references to a feature after it has been moved,patch-references,<featureId> --old-path <p> --new-path <p> [--dry-run],anytime,bmad-lens-move-feature:move,,false,,patched reference count
Lens,bmad-lens-setup,setup-lens,SU,Install or update Lens module configuration and help registry,configure,"{-H: headless mode}|{inline values: skip prompts with provided values}",anytime,,,false,{project-root}/_bmad,"bmadconfig.yaml, config.user.yaml, module-help.csv"
Lens,bmad-lens-preplan,preplan,QP,Run PrePlan phase — brainstorm research and product brief for a feature,plan,<featureId> [--mode interactive|batch],phase-1,bmad-lens-init-feature:create,bmad-lens-businessplan:plan,false,,"product-brief.md, research.md, brainstorm.md"
Lens,bmad-lens-businessplan,businessplan,LB,Run BusinessPlan phase — publish PrePlan context then hand off to native PRD or UX planning sessions,plan,<featureId> [--mode interactive|batch],phase-2,bmad-lens-preplan:plan,bmad-lens-techplan:plan,false,,"prd.md, ux-design.md"
Lens,bmad-lens-techplan,techplan,LT,Run TechPlan phase — publish BusinessPlan context then hand off to the native architecture session,plan,<featureId> [--mode interactive|batch],phase-3,bmad-lens-businessplan:plan,bmad-lens-devproposal:plan,false,,architecture.md
Lens,bmad-lens-adversarial-review,adversarial-review,RV,Run lifecycle adversarial review with a party-mode blind-spot challenge,review,<featureId> [--phase current|preplan|businessplan|techplan] [--source manual-rerun|phase-complete],anytime,,,false,,"preplan-adversarial-review.md, businessplan-adversarial-review.md, techplan-adversarial-review.md"
Lens,bmad-lens-devproposal,devproposal,LD,Run DevProposal phase — epics stories and implementation readiness for a feature,plan,<featureId> [--mode interactive|batch],phase-4,bmad-lens-techplan:plan,bmad-lens-sprintplan:plan,false,,"epics.md, stories.md, implementation-readiness.md"
Lens,bmad-lens-sprintplan,sprintplan,LS,Run SprintPlan phase — sprint planning story files and dev handoff for a feature,plan,<featureId> [--mode interactive|batch],phase-5,bmad-lens-devproposal:plan,,false,,"sprint-status.yaml, stories/"
Lens,bmad-lens-expressplan,expressplan,LE,Run ExpressPlan phase — all planning artifacts in one session for a feature,plan,<featureId> [--mode interactive|batch],phase-express,bmad-lens-init-feature:create,,false,,"product-brief.md, prd.md, architecture.md, epics.md, stories.md, sprint-status.yaml, review-report.md"
Lens,bmad-lens-dev,dev,DV,Launch Dev phase — epic-level implementation loop with story management,implement,<featureId> [--epic],delegation,bmad-lens-sprintplan:plan,,false,,implementation artifacts
Lens,bmad-lens-bmad-skill,bmad-brainstorming,BBS,Run BMAD brainstorming with Lens governance context,brainstorming,<featureId>,preplan,,,false,docs/planning-artifacts,brainstorming session
Lens,bmad-lens-bmad-skill,bmad-product-brief,BPF,Run BMAD product brief with Lens governance context,product-brief,<featureId>,preplan,,,false,docs/planning-artifacts,product brief
Lens,bmad-lens-bmad-skill,bmad-domain-research,BDR,Run BMAD domain research with Lens governance context,domain-research,<featureId>,preplan,,,false,docs/planning-artifacts,domain research
Lens,bmad-lens-bmad-skill,bmad-market-research,BMR,Run BMAD market research with Lens governance context,market-research,<featureId>,preplan,,,false,docs/planning-artifacts,market research
Lens,bmad-lens-bmad-skill,bmad-technical-research,BTR,Run BMAD technical research with Lens governance context,technical-research,<featureId>,preplan,,,false,docs/planning-artifacts,technical research
Lens,bmad-lens-bmad-skill,bmad-create-prd,BPR,Run BMAD create PRD with Lens governance context,create-prd,<featureId>,businessplan,,,false,docs/planning-artifacts,prd
Lens,bmad-lens-bmad-skill,bmad-create-ux-design,BUX,Run BMAD create UX design with Lens governance context,create-ux-design,<featureId>,businessplan,,,false,docs/planning-artifacts,ux design
Lens,bmad-lens-bmad-skill,bmad-create-architecture,BAR,Run BMAD create architecture with Lens governance context,create-architecture,<featureId>,techplan,,,false,docs/planning-artifacts,architecture
Lens,bmad-lens-bmad-skill,bmad-create-epics-and-stories,BES,Run BMAD create epics and stories with Lens governance context,create-epics-and-stories,<featureId>,devproposal,,,false,docs/planning-artifacts,"epics and stories"
Lens,bmad-lens-bmad-skill,bmad-check-implementation-readiness,BIR,Run BMAD implementation readiness with Lens governance context,check-implementation-readiness,<featureId>,devproposal,,,false,docs/planning-artifacts,implementation readiness
Lens,bmad-lens-bmad-skill,bmad-sprint-planning,BSP,Run BMAD sprint planning with Lens governance context,sprint-planning,<featureId>,sprintplan,,,false,docs/implementation-artifacts,sprint status
Lens,bmad-lens-bmad-skill,bmad-create-story,BST,Run BMAD create story with Lens governance context,create-story,<featureId>,sprintplan,,,false,docs/implementation-artifacts,story files
Lens,bmad-lens-bmad-skill,bmad-quick-dev,BQD,Run BMAD quick dev with Lens governance context,quick-dev,<featureId>,dev,,,false,docs/implementation-artifacts,"spec and implementation"
Lens,bmad-lens-bmad-skill,bmad-code-review,BCR,Run BMAD code review with Lens governance context,code-review,<featureId>,dev,,,false,docs/implementation-artifacts,review findings
Lens,bmad-lens-sensing,sensing,SN,Run cross-initiative overlap detection,detect,[--governance-dir],anytime,,,false,,sensing report
Lens,bmad-lens-audit,audit,AA,Run cross-initiative compliance audit dashboard,audit,[--governance-dir],anytime,,,false,docs/reports/lens-work/quality-scan,audit report
Lens,bmad-lens-approval-status,approval-status,AS,Show pending promotion PR approval state and review status,check,[--governance-dir],anytime,,,false,,approval status JSON
Lens,bmad-lens-module-management,module-management,MM,Check module version and guide self-service updates,check,,anytime,,,false,,version check results
Lens,bmad-lens-rollback,rollback,RB,Safely roll back to a previous lifecycle phase,rollback,<featureId> [--target-phase] [--dry-run],anytime,,,false,,rollback results
Lens,bmad-lens-upgrade,upgrade,UG,Migrate control repo schema to current version,upgrade,[--dry-run],anytime,,,false,,migration results
Lens,bmad-lens-profile,profile,PF,View and edit onboarding profile,view,[--edit],anytime,,,false,.github/lens-work/personal,profile.yaml
